Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
4125	Devaki	Spouse	Vasudeva	Abstract	0	Vasudeva	exact	In Hinduism, Devaki (देवकी) is the daughter of Devaka, sister of Kansa, wife of Vasudeva	http://nif.dbpedia.org/wiki/en/Devaki?dbpv=2016-10&nif=word&char=181,189
4126	Archie Andrews	Spouse	Veronica Lodge	Section	3.1	Veronica Lodge	exact	Archie considers Veronica Lodge	http://nif.dbpedia.org/wiki/en/Archie_Andrews?dbpv=2016-10&nif=phrase&char=4547,4561
4126	Archie Andrews	Spouse	Veronica Lodge	Section	2	Veronica Lodge	exact	Archie is a typical small-town teenager. Generous, well-mannered, but clumsy, he is genuinely liked by many of his friends. Archie goes crazy when he sees an attractive girl, but his two main crushes are Veronica Lodge	http://nif.dbpedia.org/wiki/en/Archie_Andrews?dbpv=2016-10&nif=phrase&char=2308,2322
4126	Archie Andrews	Spouse	Veronica Lodge	Section	3.1	Veronica Lodge	exact	The love triangle between Betty, Archie and Veronica became the hallmark of the Archie stories since the character was created more than 70 years ago. In Archie's debut, when he was nicknamed Chick, he was trying to impress the girl next door, Betty Cooper. Initially, Betty considered him only as an annoying neighbor. When Veronica Lodge	http://nif.dbpedia.org/wiki/en/Archie_Andrews?dbpv=2016-10&nif=phrase&char=3653,3667
4126	Archie Andrews	Spouse	Veronica Lodge	Section	3.1	Veronica Lodge	exact	Archie has feelings for both girls. Archie and Veronica Lodge	http://nif.dbpedia.org/wiki/en/Archie_Andrews?dbpv=2016-10&nif=phrase&char=3843,3857
4127	Mary Jo Deschanel	Spouse	Caleb Deschanel	Section	1	Caleb Deschanel	exact	She is married to cinematographer Caleb Deschanel	http://nif.dbpedia.org/wiki/en/Mary_Jo_Deschanel?dbpv=2016-10&nif=phrase&char=1156,1171
4128	Maria Elizabeth Fernald	Spouse	Charles H. Fernald	Section	1	Charles H. Fernald	exact	In 1863, she married entomologist Charles H. Fernald	http://nif.dbpedia.org/wiki/en/Maria_Elizabeth_Fernald?dbpv=2016-10&nif=phrase&char=634,652
4129	Frank McCourt (executive)	Spouse	Jamie McCourt	Section	3.5	Jamie McCourt	exact	On October 14, 2009 it was announced the McCourts would be separating after nearly 30 years of marriage. While speculation was raised on the impact upon the McCourt family and Dodger ownership, a spokesperson for Jamie McCourt	http://nif.dbpedia.org/wiki/en/Frank_McCourt_(executive)?dbpv=2016-10&nif=phrase&char=7877,7890
4130	Charles H. Fernald	Spouse	Maria Elizabeth Fernald	Abstract	0	Maria Elizabeth Fernald	exact	Charles Henry Fernald (March 15, 1838 – February 22, 1921) was an American entomologist, geologist, and zoologist, who is credited as the first college professor of economic entomology. Fernald grew up at Fernald Point in Mount Desert, Maine and went on to prepare for college at Maine Wesleyan Seminary before joining the navy in 1862. After receiving a master's degree from Bowdoin College he went on to serve as principal of several academies in Maine. Throughout his career he would document and describe several species of microlepidoptera and in 1886 became the first full-time professor and chair of the natural sciences at what is now the University of Massachusetts Amherst. Fernald Hall and the Fernald Entomological Society at the same institution, are named for him and his son, Henry Torsey Fernald, who would later hold the same position as his father. His wife, Maria Elizabeth Fernald	http://nif.dbpedia.org/wiki/en/Charles_H._Fernald?dbpv=2016-10&nif=phrase&char=877,900
4132	Helen Silvermaster	Spouse	Nathan Gregory Silvermaster	Section	1	Nathan Gregory Silvermaster	exact	The couple emigrated to San Francisco, California in 1924 where their son, Anatole Boris Volkov was born the same year. Shortly after their son's birth the couple separated. Helen began a relationship with Nathan Gregory Silvermaster	http://nif.dbpedia.org/wiki/en/Helen_Silvermaster?dbpv=2016-10&nif=phrase&char=663,690
4133	Lloyd Levitin	Spouse	Sonia Levitin	Abstract	0	Sonia Levitin	exact	He is married to Sonia Levitin	http://nif.dbpedia.org/wiki/en/Lloyd_Levitin?dbpv=2016-10&nif=phrase&char=1506,1519
4134	Luann de Lesseps	Spouse	Alexandre de Lesseps	Section	3	Alexandre de Lesseps	exact	In 1993, she married Alexandre de Lesseps	http://nif.dbpedia.org/wiki/en/Luann_de_Lesseps?dbpv=2016-10&nif=phrase&char=1863,1883
4134	Luann de Lesseps	Spouse	Alexandre de Lesseps	Abstract	0	Alexandre de Lesseps	exact	Luann de Lesseps (née Nadeau, born May 17, 1965) is an American television personality, model, author, and singer. In 1993, she married French entrepreneur Alexandre de Lesseps	http://nif.dbpedia.org/wiki/en/Luann_de_Lesseps?dbpv=2016-10&nif=phrase&char=156,176
4135	Hassanal Bolkiah	Spouse	Azrinaz Mazhar Hakim	Section	5	Azrinaz Mazhar Hakim	exact	The Sultan married his first cousin and first wife, Pengiran Anak Saleha or Princess Saleha, later became the Raja Isteri or Queen. His former second wife, Aisha Mariam (the former Pengiran Isteri), was a former flight attendant for the national carrier, Royal Brunei Airlines. He divorced her in 2003, stripping her of all her royal titles. In August 2005, her place was taken by a former Malaysian TV3 presenter, Azrinaz Mazhar Hakim	http://nif.dbpedia.org/wiki/en/Hassanal_Bolkiah?dbpv=2016-10&nif=phrase&char=9275,9295
4136	Ted Corday	Spouse	Betty Corday	Section	1	Betty Corday	exact	Before Corday could pen many stories for the serial, he was diagnosed with cancer, and was admitted to Cedars-Sinai Medical Center. After many months in the hospital, he died on July 23, 1966 at the age of 58. His widow, Betty Corday	http://nif.dbpedia.org/wiki/en/Ted_Corday?dbpv=2016-10&nif=phrase&char=1247,1259
4137	Cecilia Johansdotter of Sweden	Spouse	Canute I of Sweden	Abstract	0	Canute I of Sweden	exact	Cecilia Johansdotter of Sweden (fl. 1193) is the traditional name of the Queen consort of King Canute I of Sweden	http://nif.dbpedia.org/wiki/en/Cecilia_Johansdotter_of_Sweden?dbpv=2016-10&nif=phrase&char=95,113
4138	Canute I of Sweden	Spouse	Cecilia Johansdotter of Sweden	Section	1	Cecilia Johansdotter of Sweden	exact	Married around 1160, the name of his wife is unknown but traditionally taken to be Cecilia Johansdotter of Sweden	http://nif.dbpedia.org/wiki/en/Canute_I_of_Sweden?dbpv=2016-10&nif=phrase&char=937,967
4139	Lynn Schusterman	Spouse	Charles Schusterman	Section	1	Charles Schusterman	exact	In 1962, she married Charles Schusterman	http://nif.dbpedia.org/wiki/en/Lynn_Schusterman?dbpv=2016-10&nif=phrase&char=1074,1093
4140	Ingrid van Houten-Groeneveld	Spouse	Cornelis Johannes van Houten	Abstract	0	Cornelis Johannes van Houten	exact	In a jointly-credited trio with Tom Gehrels and her husband Cornelis Johannes van Houten	http://nif.dbpedia.org/wiki/en/Ingrid_van_Houten-Groeneveld?dbpv=2016-10&nif=phrase&char=205,233
4141	Susan McCaw	Spouse	Craig McCaw	Section	6	Craig McCaw	exact	McCaw was born Susan Rasinski in Orange County, California and raised there. She is married to Craig McCaw	http://nif.dbpedia.org/wiki/en/Susan_McCaw?dbpv=2016-10&nif=phrase&char=2571,2582
4142	Meyrav Wurmser	Spouse	David Wurmser	Abstract	0	David Wurmser	exact	Meyrav Wurmser is an Israeli-born, American neoconservative political executive. She is married to Swiss-American David Wurmser	http://nif.dbpedia.org/wiki/en/Meyrav_Wurmser?dbpv=2016-10&nif=phrase&char=114,127
4142	Meyrav Wurmser	Spouse	David Wurmser	Abstract	0	David Wurmser	exact	In 1996, Wurmser participated in a study that led to the report, A Clean Break: A New Strategy for Securing the Realm, a paper prepared for the Likud party leader and then incoming Israeli Prime Minister Benjamin Netanyahu, and suggested a new approach to solving Israel's security problems in the Middle East with an emphasis on "Western values" and the abandonment of traditional "land for peace" negotiations with the Palestinians. Other study participants included such notable neoconservatives as Richard Perle, David Wurmser	http://nif.dbpedia.org/wiki/en/Meyrav_Wurmser?dbpv=2016-10&nif=phrase&char=1196,1209
4143	Brian Charlesworth	Spouse	Deborah Charlesworth	Section	5	Deborah Charlesworth (née Maltby)	partial	Charlesworth is married to Deborah Charlesworth (née Maltby)	http://nif.dbpedia.org/wiki/en/Brian_Charlesworth?dbpv=2016-10&nif=phrase&char=1866,1899
4145	Colin Jordan	Spouse	Françoise Dior	Section	2	Françoise Dior	exact	In October 1963, while John Tyndall was still in prison, Jordan, who had just been released, married Tyndall's fiancée, Françoise Dior	http://nif.dbpedia.org/wiki/en/Colin_Jordan?dbpv=2016-10&nif=phrase&char=3172,3186
4146	Martha Corey	Spouse	Giles Corey	Abstract	0	Giles Corey	exact	Martha Corey (1619/1620 – September 22, 1692) was accused and convicted of being a witch during the 1692 Salem witch trials, alongside her husband, Giles Corey	http://nif.dbpedia.org/wiki/en/Martha_Corey?dbpv=2016-10&nif=phrase&char=148,159
4148	Teji Bachchan	Spouse	Harivansh Rai Bachchan	Abstract	0	Harivansh Rai Bachchan	exact	Teji Bachchan (Punjabi: ਤੇਜੀ ਬਚੱਨ (Gurmukhi), تیجی بچن (Shahmukhi); Hindi: तेजी बच्चन) (12 August 1914 – 21 December 2007) was a social activist, the wife of Hindi poet Harivansh Rai Bachchan	http://nif.dbpedia.org/wiki/en/Teji_Bachchan?dbpv=2016-10&nif=phrase&char=169,191
4149	Véra Clouzot	Spouse	Henri-Georges Clouzot	Abstract	0	Henri-Georges Clouzot	exact	Born Véra Gibson-Amado in Rio de Janeiro, Brazil, she became the wife of film director Henri-Georges Clouzot	http://nif.dbpedia.org/wiki/en/Véra_Clouzot?dbpv=2016-10&nif=phrase&char=197,218
4150	Lady May Abel Smith	Spouse	Henry Abel Smith	Section	3	Henry Abel Smith	exact	Lady May married Henry Abel Smith	http://nif.dbpedia.org/wiki/en/Lady_May_Abel_Smith?dbpv=2016-10&nif=phrase&char=2602,2618
4151	Cornelis Johannes van Houten	Spouse	Ingrid van Houten-Groeneveld	Abstract	0	Ingrid van Houten-Groeneveld	exact	He married fellow astronomer Ingrid Groeneveld (who became Ingrid van Houten-Groeneveld	http://nif.dbpedia.org/wiki/en/Cornelis_Johannes_van_Houten?dbpv=2016-10&nif=phrase&char=522,550
4152	Holly Hunter	Spouse	Janusz Kamiński	Section	3	Janusz Kamiński	exact	Hunter was married to Janusz Kamiński	http://nif.dbpedia.org/wiki/en/Holly_Hunter?dbpv=2016-10&nif=phrase&char=6046,6061
4153	Marie Gasquet	Spouse	Joachim Gasquet	Section	1.3	Joachim Gasquet	exact	She was married to Joachim Gasquet	http://nif.dbpedia.org/wiki/en/Marie_Gasquet?dbpv=2016-10&nif=phrase&char=433,448
4154	Kathleen Sebelius	Spouse	K. Gary Sebelius	Section	9	K. Gary Sebelius	exact	Her husband, K. Gary Sebelius	http://nif.dbpedia.org/wiki/en/Kathleen_Sebelius?dbpv=2016-10&nif=phrase&char=22655,22671
4155	K. Gary Sebelius	Spouse	Kathleen Sebelius	Abstract	0	Kathleen Sebelius	exact	Keith Gary Sebelius (born November 8, 1949), known professionally as K. Gary Sebelius or Gary Sebelius, is an American magistrate judge and a former federal judicial nominee to the United States District Court for the District of Kansas. He is the husband of former United States Secretary of Health and Human Services Kathleen Sebelius	http://nif.dbpedia.org/wiki/en/K._Gary_Sebelius?dbpv=2016-10&nif=phrase&char=319,336
4157	Charles Schusterman	Spouse	Lynn Schusterman	Section	4	Lynn Schusterman	exact	Schusterman married Lynn Schusterman	http://nif.dbpedia.org/wiki/en/Charles_Schusterman?dbpv=2016-10&nif=phrase&char=1601,1617
4157	Charles Schusterman	Spouse	Lynn Schusterman	Section	3	Charles and Lynn Schusterman Family Foundation	partial	With his wife, Schusterman co-founded the Charles and Lynn Schusterman Family Foundation	http://nif.dbpedia.org/wiki/en/Charles_Schusterman?dbpv=2016-10&nif=phrase&char=1167,1213
4159	Joachim Gasquet	Spouse	Marie Gasquet	Section	1.3	Marie Gasquet	exact	He married Marie Gasquet	http://nif.dbpedia.org/wiki/en/Joachim_Gasquet?dbpv=2016-10&nif=phrase&char=478,491
4160	Dorothy Graffe Van Doren	Spouse	Mark Van Doren	Section	1	Mark Van Doren	exact	In 1922 she married Pulitzer Prize-winner Mark Van Doren	http://nif.dbpedia.org/wiki/en/Dorothy_Graffe_Van_Doren?dbpv=2016-10&nif=phrase&char=271,285
4161	Giles Corey	Spouse	Martha Corey	Abstract	0	Martha Corey	exact	Giles Corey (September 11, 1611 – September 19, 1692) was accused of witchcraft along with his wife Martha Corey	http://nif.dbpedia.org/wiki/en/Giles_Corey?dbpv=2016-10&nif=phrase&char=100,112
4162	Bhanumathi Ramakrishna	Spouse	P. S. Ramakrishna Rao	Section	3	P. S. Ramakrishna Rao	exact	During the shooting of the film Krishna Prema, she met P. S. Ramakrishna Rao	http://nif.dbpedia.org/wiki/en/Bhanumathi_Ramakrishna?dbpv=2016-10&nif=phrase&char=5368,5389
4165	Betty Corday	Spouse	Ted Corday	Section	1.3	Ted Corday	exact	Becoming executive producer after the death of her husband, Ted Corday	http://nif.dbpedia.org/wiki/en/Betty_Corday?dbpv=2016-10&nif=phrase&char=707,717
4166	Harivansh Rai Bachchan	Spouse	Teji Bachchan	Abstract	0	Teji Bachchan	exact	Bachchan died on 18 January 2003, at the age of 96, as a result of various respiratory ailments. His wife Teji Bachchan	http://nif.dbpedia.org/wiki/en/Harivansh_Rai_Bachchan?dbpv=2016-10&nif=phrase&char=3919,3932
4166	Harivansh Rai Bachchan	Spouse	Teji Bachchan	Abstract	0	Teji Bachchan	exact	In 1926, at the age of 19, Bachchan married his first wife, Shyama, who was then 14 years old. However she died ten years later in 1936 after a long spell of TB at just 24 years of age. Bachchan again married, Teji Bachchan	http://nif.dbpedia.org/wiki/en/Harivansh_Rai_Bachchan?dbpv=2016-10&nif=phrase&char=2375,2388
4168	Rachel Miner	Spouse	Worthington Miner	Section	2	Worthington Miner	exact	A third-generation Miner in show business, she is the daughter of director and teacher Peter Miner and the granddaughter of director/producer Worthington Miner	http://nif.dbpedia.org/wiki/en/Rachel_Miner?dbpv=2016-10&nif=phrase&char=5410,5427
4169	John I, Count of Hainaut	Spouse	Adelaide of Holland	Section	2	Adelaide of Holland	exact	He married Adelaide of Holland	http://nif.dbpedia.org/wiki/en/John_I,_Count_of_Hainaut?dbpv=2016-10&nif=phrase&char=1919,1938
4170	Françoise Dior	Spouse	Colin Jordan	Section	4.3	Colin Jordan	exact	After Tyndall's arrest, she instead married another party leader, Colin Jordan	http://nif.dbpedia.org/wiki/en/Françoise_Dior?dbpv=2016-10&nif=phrase&char=3514,3526
4171	Marika Rökk	Spouse	Fred Raul	Section	1	Fred Raul	exact	After the war, she initially received a Berufsverbot (profession ban), but was rehabilitated in 1947 and was able to continue her movie career in West Germany and Austria. In 1948 she was among the first recipients of the German Bambi media award. Rökk became one of Europe's most famous operetta singers, performing onstage until 1986. After her husband Georg Jacoby had died in 1964, she was married to the Hungarian actor Fred Raul	http://nif.dbpedia.org/wiki/en/Marika_Rökk?dbpv=2016-10&nif=phrase&char=4416,4425
4174	Scott Reeves	Spouse	Melissa Reeves	Section	3	Melissa Reeves	exact	Since March 1990, Reeves has been married to soap opera actress Melissa Reeves	http://nif.dbpedia.org/wiki/en/Scott_Reeves?dbpv=2016-10&nif=phrase&char=700,714
4175	Melissa Reeves	Spouse	Scott Reeves	Section	1	Scott Reeves	exact	Since March 1990, Reeves has been married to soap opera actor and country music singer Scott Reeves	http://nif.dbpedia.org/wiki/en/Melissa_Reeves?dbpv=2016-10&nif=phrase&char=357,369
4177	Azrinaz Mazhar Hakim	Spouse	Hassanal Bolkiah	Abstract	0	Sultan Hassanal Bolkiah	partial	Azrinaz Mazhar binti Hakim Mazhar formerly Bruneian Pengiran Isteri (Princess Consort) Azrinaz Mazhar (born 23 September 1979) is the Malaysian-born and previously the third wife of Sultan Hassanal Bolkiah	http://nif.dbpedia.org/wiki/en/Azrinaz_Mazhar_Hakim?dbpv=2016-10&nif=phrase&char=182,205
4177	Azrinaz Mazhar Hakim	Spouse	Hassanal Bolkiah	Section	2	Hassanal Bolkiah	exact	Azrinaz was married to Sultan of Brunei, Hassanal Bolkiah	http://nif.dbpedia.org/wiki/en/Azrinaz_Mazhar_Hakim?dbpv=2016-10&nif=phrase&char=856,872
4178	Janusz Kamiński	Spouse	Holly Hunter	Section	1	Holly Hunter	exact	Kamiński was married to actress Holly Hunter	http://nif.dbpedia.org/wiki/en/Janusz_Kamiński?dbpv=2016-10&nif=phrase&char=1548,1560
4180	Laura San Giacomo	Spouse	Cameron Dye	Section	2.1	Cameron Dye	exact	San Giacomo's first television appearances were four episodes on three television series during 1987. Two notable appearances were in Crime Story in 1988 for the episode "Protected Witness" (Season 2 / Episode 13) as Theresa Farantino, and in Miami Vice in 1989 for the episode, "Leap of Faith" (Season 5, Episode 19) as Tania Lewis. The Miami Vice episode also featured a guest appearance by her future husband, actor Cameron Dye	http://nif.dbpedia.org/wiki/en/Laura_San_Giacomo?dbpv=2016-10&nif=phrase&char=1951,1962
4180	Laura San Giacomo	Spouse	Cameron Dye	Section	3	Cameron Dye	exact	San Giacomo has been married twice, first to actor Cameron Dye	http://nif.dbpedia.org/wiki/en/Laura_San_Giacomo?dbpv=2016-10&nif=phrase&char=6733,6744
