number of equals = 2951
number of contains = 176
notInAbstractList = 6906
Appoaches:
	Sbj-Obj = 2313
	Pronoun-Obj = 814
Extraction:
	In Sentence = 2969
	In Paragraph = 158
Blank Sentences = 7
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Pronoun-Obj		Dimple Kapadia	http://dbpedia.org/resource/Rinke_Khanna	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Dimple_Kapadia	(**she=Rinke Khanna**): She is the youngest daughter of actress Dimple Kapadia	Rinke Khanna (born Rinkle Khanna on 27 July 1977) is an Indian actress. She is the youngest daughter of actress Dimple Kapadia and actor Rajesh Khanna, sister of Twinkle Khanna and sister-in-law of actor Akshay Kumar. She made her film debut with Pyaar Mein Kabhi Kabhi (1999), changing her screen name from Rinkle to Rinke. In Mujhe Kucch Kehna Hai, she played a supporting role. She starred in the 2003 film Chameli. She married businessman Sameer Saran on 8 February 2003 and lives in the United Kingdom with her children and husband.	
Equal	Abstract	In Sentence	Sbj-Obj		Emperor Wen of Sui	http://dbpedia.org/resource/Emperor_Yang_of_Sui	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Emperor_Wen_of_Sui	Emperor Yang of Sui (隋煬帝, 569 – April 11, 618), personal name Yang Guang (楊廣), alternative name Ying (英), nickname Amo (阿摩), known as Emperor Ming (明帝) during the brief reign of his grandson Yang Tong), was the second son of Emperor Wen of Sui	Emperor Yang of Sui (隋煬帝, 569 – April 11, 618), personal name Yang Guang (楊廣), alternative name Ying (英), nickname Amo (阿摩), known as Emperor Ming (明帝) during the brief reign of his grandson Yang Tong), was the second son of Emperor Wen of Sui, and the second emperor of China's Sui dynasty. Emperor Yang's original name was Yang Ying, but was renamed by his father, after consulting with oracles, to Yang Guang. Yang Guang was made the Prince of Jin after Emperor Wen established Sui Dynasty in 581. In 588, he was granted command of the five armies that invaded the southern Chen dynasty and was widely praised for the success of this campaign. These military achievements, as well as his machinations against his older brother Yang Yong, led to him becoming crown prince in 600. After the death of his father in 604, generally considered, though unproven, by most traditional historians to be a murder ordered by Yang Guang, he ascended the throne as Emperor Yang. Emperor Yang, ruling from 604 to 618, committed to several large construction projects, most notably the completion of the Grand Canal. He commanded the reconstruction of the Great Wall, a project which took the lives of nearly six million workers. He also ordered several military expeditions that brought Sui to its greatest territorial extent, one of which, the conquest of Champa in what is now central and southern Vietnam, resulted in the death of thousands of Sui soldiers from malaria. These expeditions, along with a series of disastrous campaigns against Goguryeo (one of the three kingdoms of Korea), left the empire bankrupt and a populace in revolt. With northern China in turmoil, Emperor Yang spent his last days in Jiangdu (江都, in modern Yangzhou, Jiangsu), where he was eventually strangled in a coup led by his general Yuwen Huaji. Despite his accomplishments, Emperor Yang was generally considered by traditional historians to be one of the worst tyrants in Chinese history and the reason for the Sui Dynasty's relatively short rule. His failed campaigns against Goguryeo, and the conscriptions levied to man them, coupled with increased taxation to finance these wars and civil unrest as a result of this taxation ultimately led to the downfall of the dynasty.	
Equal	Abstract	In Paragraph	Sbj-Obj		Bora Todorović	http://dbpedia.org/resource/Srđan_Todorović	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Bora_Todorović	Srđan "Žika" Todorović (Serbian Cyrillic: Срђан Тодоровић; born 28 March 1965) is a Serbian actor and musician. Todorović has served as a member of numerous bands, including Ekatarina Velika, Disciplina Kičme, Radnička Kontrola and Bezobrazno Zeleno. Žika is the son of Serbian actor Bora Todorović	Srđan "Žika" Todorović (Serbian Cyrillic: Срђан Тодоровић; born 28 March 1965) is a Serbian actor and musician. Todorović has served as a member of numerous bands, including Ekatarina Velika, Disciplina Kičme, Radnička Kontrola and Bezobrazno Zeleno. Žika is the son of Serbian actor Bora Todorović and his first wife Snežana Matić.	
Equal	Abstract	In Sentence	Pronoun-Obj		Izabela Czartoryska	http://dbpedia.org/resource/Zofia_Czartoryska	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Izabela_Czartoryska	(**she=Zofia Czartoryska**): She was the youngest daughter of Countess Izabela Czartoryska	Princess Zofia Czartoryska (15 September 1778 – 27 February 1837) was a Polish noble lady. She was the youngest daughter of Countess Izabela Czartoryska née Fleming and her husband Prince Adam Kazimierz Czartoryski, though her father may actually have been Count Franciszek Ksawery Branicki. She married Stanisław Kostka Zamoyski on 20 May 1798, at Puławy.	
Equal	Abstract	In Sentence	Pronoun-Obj		Alboino I della Scala	http://dbpedia.org/resource/Mastino_II_della_Scala	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Alboino_I_della_Scala	(**he=Mastino II della Scala**): He was the son of Alboino I della Scala	Mastino II della Scala (1308 – June 3, 1351) was lord of Verona. He was a member of the famous Scaliger family of northern Italy. He was the son of Alboino I della Scala and Beatrice da Correggio. At the death of Cangrande I, he and his brother Alberto II were associated in the rule of Verona. Soon, however, Mastino's independent attitude overshadowed the brother's presence. In the first part of his reign, abandoning the careful policy of balance held by his father, he conquered Brescia (1332), Parma (1335) in Lombardy and Lucca (1335) in Tuscany. However, the extension of Mastino's power spurred the creation of League of all the other local powers (Florence, Siena, Bologna, Perugia and Venice). In the first year of war he managed to resist, but in 1336 the League was joined by Azzone Visconti of Milan, the Este of Ferrara, the Gonzaga of Mantua and the Papal States. Surrounded by every side, he could only ask for a treaty of peace through the intermediation of Emperor Louis IV of Bavaria, which he obtained in 1339. His territories were restricted to Verona and Vicenza, the remaining part split among the victorious enemies. An attempt to recover part of his lands with the German mercenaries that had remained in Vicenza after the war, led by Lodrisio Visconti, was unsuccessful. He died in Verona in 1351. He is buried in the Gothic mausoleum near the church of Santa Maria Antica, in one of the Scaliger Tombs.	
Equal	Abstract	In Sentence	Pronoun-Obj		Edward le Despencer, 1st Baron le Despencer	http://dbpedia.org/resource/Elizabeth_le_Despenser	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Edward_le_Despencer,_1st_Baron_le_Despencer	(**she=Elizabeth le Despenser**): She was the daughter of Sir Edward le Despencer, 1st Baron le Despencer	Elizabeth Despenser (died 10 April/11 April 1408) was an English noblewoman of the late 14th century. She should not be confused with Elizabeth le Despenser, Baroness Berkeley who was her great-aunt and who was the daughter of her great-grandmother, Eleanor de Clare. She was the daughter of Sir Edward le Despencer, 1st Baron le Despencer, by Lady Elizabeth Burghersh, daughter and heiress of Bartholomew de Burghersh, 2nd Baron Burghersh.	
Equal	Abstract	In Sentence	Pronoun-Obj		Jacob Hersleb Darre	http://dbpedia.org/resource/Hans_Jørgen_Darre	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Jacob_Hersleb_Darre	(**he=Hans Jørgen Darre**): He was the son of the vicar in Klæbo and constitutional founding father, Jacob Hersleb Darre	Hans Jørgen Darre (27 September 1803 – 11 March 1874) was a Norwegian clergyman and Bishop of Nidaros. Darre was born at Klæbu in Sør-Trøndelag, Norway. He was the son of the vicar in Klæbo and constitutional founding father, Jacob Hersleb Darre. He graduated as cand.theol. in 1827 and succeeded his father as vicar in Klæbu in 1833. He was the dean in the district of Dalerne from 1843 to 1848, and in March 1849 he took over as Bishop of the Diocese of Throndhjem (Nidaros). He retired in 1860 with a 1000 speciedaler pension. In 1872 he moved to a town near the Spanish-Portuguese border, where his daughter's husband worked in a mine. Hans Jørgen Darre died in Miraflores, Spain during 1874, his body brought back to Norway in December 1883. In Throndhjem, he was a member of the Royal Norwegian Society of Sciences and Letters. He served as praeses of the society from 1851 to 1855 and 1870 to 1872. He was a Knight of the Order of St. Olav. One of his daughters, Jørgine Wilhelmine, married Lauritz Jenssen, a descendant of Matz Jenssen and Lauritz Dorenfeldt Jenssen. Through her, Hans Jørgen Darre was the grandfather of politicians Hans Jørgen Darre-Jenssen and Worm Hirsch Darre-Jenssen.	
Equal	Abstract	In Sentence	Pronoun-Obj		Ramkumar Ganesan	http://dbpedia.org/resource/Shivaji_Dev	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Ramkumar_Ganesan	(**he=Shivaji Dev**): He is the son of Ramkumar Ganesan	Shivaji Dev (Tamil: சிவாஜி தேவ்; born 20 September 1989) is an Indian film actor working in Tamil language films who made his debut in Venkatesh's Singakutty (2008). He is the son of Ramkumar Ganesan and grandson of the actor Sivaji Ganesan.	
Equal	Abstract	In Sentence	Sbj-Obj		Josephine of Leuchtenberg	http://dbpedia.org/resource/Prince_August,_Duke_of_Dalarna	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Josephine_of_Leuchtenberg	Prince Nikolaus August of Sweden and Norway, Duke of Dalarna (24 August 1831 – 4 March 1873) was the youngest of the five children of King Oscar I of Sweden and Josephine of Leuchtenberg	Prince Nikolaus August of Sweden and Norway, Duke of Dalarna (24 August 1831 – 4 March 1873) was the youngest of the five children of King Oscar I of Sweden and Josephine of Leuchtenberg.	
Equal	Abstract	In Sentence	Sbj-Obj		Josephine of Leuchtenberg	http://dbpedia.org/resource/Prince_Gustaf,_Duke_of_Uppland	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Josephine_of_Leuchtenberg	Prince Gustav of Sweden and Norway, Duke of Uppland (Frans Gustaf Oscar, 18 June 1827 at Haga Palace, Solna – 24 September 1852 in Kristiania, Norway), also known officially as Gustav, was the second son of Oscar I of Sweden and Josephine of Leuchtenberg	Prince Gustav of Sweden and Norway, Duke of Uppland (Frans Gustaf Oscar, 18 June 1827 at Haga Palace, Solna – 24 September 1852 in Kristiania, Norway), also known officially as Gustav, was the second son of Oscar I of Sweden and Josephine of Leuchtenberg, and younger brother to Prince (from 1844 Crown Prince) Charles. He was a trained musician and under the artist's name of Prins Gustaf a well known composer. In Sweden, he is remembered for having written a couple of well-known songs. His The Student Song (Studentsången) is traditionally sung at the graduation festivities for gymnasium students, and his Spring Song (Vårsång) is often performed by men's choruses on Walpurgis night. From 1844 until his death in 1852, Gustav was second-in-line to the Swedish and Norwegian thrones, during most of his father's reign. On 11 February 1846, he was made an honorary member of the Royal Swedish Academy of Sciences, on the same day as his brother Charles. He died from typhoid fever. He was portrayed by Alf Kjellin in Prince Gustaf, a 1944 film about certain aspects of the prince's life.	
Equal	Abstract	In Sentence	Sbj-Obj		Judith of Habsburg	http://dbpedia.org/resource/Margaret_of_Bohemia,_Duchess_of_Wroclaw	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Judith_of_Habsburg	Margaret of Bohemia (Czech: Markéta Přemyslovna, Polish: Małgorzata Przemyślidka) ( 21 February 1296 – 8 April 1322) was a daughter of Wenceslaus II of Bohemia and his first wife, Judith of Habsburg	Margaret of Bohemia (Czech: Markéta Přemyslovna, Polish: Małgorzata Przemyślidka) ( 21 February 1296 – 8 April 1322) was a daughter of Wenceslaus II of Bohemia and his first wife, Judith of Habsburg. Her paternal grandparents were Ottokar II of Bohemia and Kunigunda of Slavonia, her maternal grandparents were Rudolph I of Germany and Gertrude of Hohenburg.	
Equal	Abstract	In Paragraph	Sbj-Obj		Anna Kostka	http://dbpedia.org/resource/Anna_Alojza_Ostrogska	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Anna_Kostka	Anna Alojza Ostrogska (1600–1654) was a Polish–Lithuanian noble lady. Anna was daughter of voivode of Wołyń Price Oleksander Ostrogski h. Ostrogski, the son of voivode of Kijów Prince Konstanty Wasyl Ostrogski h. Ostrogski and Countess Zofia Tarnowska h. Leliwa and Anna Kostka	Princess Anna Alojza Ostrogska (1600–1654) was a Polish–Lithuanian noble lady. Anna was daughter of voivode of Wołyń Price Oleksander Ostrogski h. Ostrogski, the son of voivode of Kijów Prince Konstanty Wasyl Ostrogski h. Ostrogski and Countess Zofia Tarnowska h. Leliwa and Anna Kostka h. Dąbrowa, the daughter of Jan Kostka h. Dąbrowa and Zofia Odrowąż h. Odrowąż.	
Equal	Abstract	In Sentence	Sbj-Obj		Anna of Masovia	http://dbpedia.org/resource/Zofia_Odrowąż	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Anna_of_Masovia	Odrowąż and Anna of Masovia	Zofia Odrowąż (1537–1580) was a Polish noble lady. Daughter of castellan and voivode Stanisław Odrowąż and Anna of Masovia from the Piast dynasty. She married Hetman Jan Krzysztof Tarnowski in 1555 and castellan and voivode Jan Kostka in 1569.	
Equal	Abstract	In Paragraph	Sbj-Obj		Nurbanu Sultan	http://dbpedia.org/resource/Ismihan_Sultan	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Nurbanu_Sultan	Ismihan Sultan (c. 1544 – 7 August 1585) was an Ottoman princess, the daughter of Selim II (reign 1566-74) and Nurbanu Sultan	Ismihan Sultan (c. 1544 – 7 August 1585) was an Ottoman princess, the daughter of Selim II (reign 1566-74) and Nurbanu Sultan. She was the granddaughter of Suleiman the Magnificent (reign 1520-66) and his favourite consort and legal wife Hürrem Sultan, sister of Sultan Murad III (reign 1574-95) and aunt of Sultan Mehmed III (reign 1595-1603).	
